0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0631984666958,0.138319631129,0.153938662473,0.135589512645,0.056241539091,0.0678530962802,0.0591002232262,0.047967773346,0.0648924008943,0.0632083432651,0.13831624043,0.153954218265,0.135580043548,0.0562643845109,0.0679063149532,0.0591137691417,0.0479895607305,0.0648751688734,0.000117111638828,-4.65248434611e-05,0.000153885421064,-8.88129553456e-05,0.00037609132252,0.000739680606807,0.000234037070128,0.000341476618151,-0.00026828073597,5.48616239118e-05,3.21102475165e-07,3.3939371552e-05,-1.5812534257e-05,2.9246400491e-05,1.9579413256e-05,6.93262498352e-05,8.84891087738e-05,-2.84051472135e-05
0.0631995262938,0.138319220339,0.153940050919,0.135588710215,0.0562448681311,0.0678596221582,0.0591023333676,0.0479708618489,0.0648900031449,0.0632088516473,0.138316219957,0.153954553369,0.135579882107,0.0562646250409,0.0679064979433,0.0591143816693,0.0479903476515,0.0648749304404,0.000105959798452,-4.10789149169e-05,0.000138844672196,-8.02429487801e-05,0.000332904009811,0.000652587797749,0.000211014145531,0.000308850287786,-0.000239774941231,5.08382225761e-05,-2.04734232068e-06,3.35104741178e-05,-1.61441008922e-05,2.40530060772e-05,1.82990106415e-05,6.12527548238e-05,7.86920935941e-05,-2.384329469e-05
0.0632004869808,0.138318857718,0.153941306785,0.135587983337,0.0562478110146,0.067865378312,0.0591042345001,0.0479736533218,0.0648878618344,0.0632093252264,0.138316227601,0.153954877793,0.135579722098,0.0562648143333,0.0679066428459,0.0591149251118,0.0479910491895,0.0648747178992,9.60687053422e-05,-3.62621788319e-05,0.000125586538441,-7.26878480711e-05,0.000294288343093,0.000575615378896,0.00019011324518,0.00027914728359,-0.000214131049013,4.73579115909e-05,7.64453042534e-07,3.24423551828e-05,-1.60008988059e-05,1.89292414007e-05,1.44902589941e-05,5.4344255003e-05,7.01537989187e-05,-2.12541214975e-05
0.0632013599918,0.138318537575,0.153942445792,0.135587323057,0.0562504088449,0.0678704545039,0.0591059459348,0.047976174451,0.0648859512702,0.0632097674298,0.138316216085,0.153955199332,0.135579559251,0.0562649629827,0.0679067827523,0.0591154027964,0.0479916702549,0.0648745447363,8.73010934405e-05,-3.20142478277e-05,0.000113900672313,-6.60279955322e-05,0.00025978303309,0.000507619193972,0.000171143470792,0.000252112919878,-0.000191056419689,4.42203321793e-05,-1.15157909319e-06,3.21539448761e-05,-1.62846318152e-05,1.48649395085e-05,1.39906379371e-05,4.77684607203e-05,6.21065441776e-05,-1.73162921599e-05
0.0632021553325,0.13831825501,0.153943481782,0.135586721494,0.0562526985238,0.0678749301759,0.0591074852587,0.0479784496109,0.0648842483112,0.0632101824973,0.138316215547,0.153955512721,0.13557939744,0.0562650714132,0.0679068854553,0.0591158240715,0.0479922210395,0.064874393632,7.95340771409e-05,-2.82564877246e-05,0.000103599022697,-6.01562736041e-05,0.0002289678944,0.000447567196135,0.000153932391442,0.000227515994265,-0.000170295898715,4.15067562209e-05,-5.38270289452e-08,3.13389026146e-05,-1.61811822247e-05,1.08430448037e-05,1.02703068425e-05,4.21275039596e-05,5.50784574706e-05,-1.51104303348e-05
0.0632028819049,0.138318005583,0.153944426974,0.13558617169,0.0562547131767,0.0678788756959,0.0591088684697,0.0479805010473,0.0648827321723,0.0632105730751,0.138316208434,0.153955824477,0.135579233048,0.0562651480268,0.0679070043259,0.0591161915175,0.0479927054853,0.0648742794323,7.26572339127e-05,-2.49427668492e-05,9.45192464269e-05,-5.49803903044e-05,0.000201465285214,0.000394552002175,0.000138321102309,0.000205143636343,-0.000151613891011,3.90577807846e-05,-7.11300879308e-07,3.11755579491e-05,-1.64391618707e-05,7.66136084435e-06,1.18870601043e-05,3.67446075462e-05,4.84445828987e-05,-1.14199662726e-05
0.063203547625,0.138317785481,0.153945292131,0.135585667516,0.0562564824975,0.0678823532656,0.0591101101307,0.0479823490724,0.0648813841207,0.0632109425843,0.138316209475,0.153956129637,0.135579069642,0.056265192056,0.0679070917679,0.0591165134427,0.0479931326145,0.0648741844585,6.65720128759e-05,-2.20101899179e-05,8.65156482677e-05,-5.04173706228e-05,0.000176932083677,0.000347756970528,0.000124166092897,0.000184802510359,-0.000134805164471,3.69509206524e-05,1.04095329578e-07,3.05160140962e-05,-1.63406256609e-05,4.40292603487e-06,8.74420009039e-06,3.21925164908e-05,4.27129226356e-05,-9.49738616918e-06
0.0632041595254,0.138317591244,0.153946086753,0.13558520356,0.0562580331038,0.0678854179282,0.0591112234808,0.0479840122167,0.0648801873272,0.0632112931539,0.138316201783,0.153956433295,0.135578904403,0.0562652096352,0.0679071762365,0.0591167923713,0.0479935061273,0.0648741152663,6.11900420652e-05,-1.94237149448e-05,7.94622721872e-05,-4.63956185692e-05,0.000155060630337,0.000306466264141,0.000111335014982,0.000166314429895,-0.000119679352592,3.50569621083e-05,-7.69202704309e-07,3.03657500283e-05,-1.65238231792e-05,1.75791754209e-06,8.44685335982e-06,2.78928605629e-05,3.73512745587e-05,-6.91922139723e-06
0.0632047238513,0.138317419889,0.153946819211,0.135584775055,0.0562593888227,0.0678881182953,0.0591122205632,0.0479855073902,0.0648791266263,0.063211627399,0.138316203568,0.153956731974,0.135578739853,0.0562651961658,0.067907242304,0.0591170343562,0.0479938327646,0.064874062723,5.64325885979e-05,-1.713549172e-05,7.32457754671e-05,-4.28505770089e-05,0.000135571886527,0.000270036707317,9.97082364007e-05,0.000149517356368,-0.000106070090096,3.34245052122e-05,1.78446105115e-07,2.98679256716e-05,-1.64550113424e-05,-1.34693674131e-06,6.60675009423e-06,2.41984872563e-05,3.26637272979e-05,-5.25432324316e-06
0.0632052461433,0.138317268714,0.15394749689,0.135584377791,0.0562605709799,0.0678904973389,0.0591131123199,0.0479868500113,0.0648781883896,0.0632119469379,0.138316196798,0.153957029695,0.135578573755,0.0562651520709,0.0679073079883,0.0591172413397,0.0479941154712,0.0648740320387,5.22291967286e-05,-1.51174750135e-05,6.77678545558e-05,-3.97263465707e-05,0.000118215719013,0.000237904357685,8.91756722673e-05,0.000134262106897,-9.38236664097e-05,3.1953886534e-05,-6.76942399358e-07,2.97720873899e-05,-1.66098237026e-05,-4.40949249197e-06,6.56843352209e-06,2.0698349458e-05,2.82706610198e-05,-3.06843611769e-06
0.0632057313153,0.138317135402,0.15394812629,0.135584008066,0.056261598636,0.0678925929716,0.0591139086983,0.0479880541411,0.064877360332,0.0632122538741,0.138316199495,0.153957322925,0.135578408589,0.0562650797611,0.0679073559697,0.0591174186085,0.0479943600906,0.0648740149799,4.85172026304e-05,-1.33311945594e-05,6.29400644325e-05,-3.69725283278e-05,0.000102765612425,0.000209563268477,7.96378416032e-05,0.000120412983331,-8.28057555913e-05,3.06936271954e-05,2.69719657719e-07,2.9322987824e-05,-1.65166363614e-05,-7.23098528971e-06,4.79813953014e-06,1.77268856129e-05,2.44619419713e-05,-1.70587719089e-06
0.0632061837213,0.138317017838,0.153948713152,0.135583662608,0.0562624888268,0.0678944386901,0.0591146187298,0.047989132591,0.0648766314157,0.0632125493799,0.13831619362,0.153957615734,0.135578242021,0.0562649905888,0.0679074062523,0.0591175674006,0.0479945687477,0.0648740148277,4.52405988574e-05,-1.17564016883e-05,5.86861610197e-05,-3.45457714823e-05,8.90190805562e-05,0.000184571851407,7.10031445514e-05,0.000107844982872,-7.28916356746e-05,2.95505768286e-05,-5.87545742614e-07,2.928092456e-05,-1.66567443033e-05,-8.91722311894e-06,5.02825797666e-06,1.48792059833e-05,2.08657071378e-05,-1.52166348966e-08
0.0632066072183,0.138316914223,0.153949262525,0.13558333854,0.0562632567558,0.0678960640236,0.0591152506198,0.0479900970367,0.0648759916852,0.0632128351753,0.13831619709,0.153957904669,0.135578076427,0.0562648833694,0.0679074395643,0.0591176923918,0.04799474657,0.064874022324,4.23496986215e-05,-1.03615094782e-05,5.49372700387e-05,-3.24068131691e-05,7.67928960234e-05,0.000162533350517,6.31890081669e-05,9.64445710815e-05,-6.39730517435e-05,2.85795367733e-05,3.46987458211e-07,2.88935150167e-05,-1.65593800866e-05,-1.07219412585e-05,3.33120206697e-06,1.24991247609e-05,1.77822346743e-05,7.49629824881e-07
0.0632070052197,0.138316822899,0.153949778869,0.135583033318,0.0562639159944,0.0678974950573,0.0591158118128,0.0479909581074,0.0648754321983,0.0632131120962,0.138316191898,0.153958193832,0.135577909405,0.0562647667013,0.0679074777388,0.0591177942576,0.0479948950284,0.0648740423682,3.98001382143e-05,-9.13240023048e-06,5.16344459772e-05,-3.05221483948e-05,6.5923859599e-05,0.000143103370419,5.61192932645e-05,8.61070726256e-05,-5.59486852417e-05,2.76920917669e-05,-5.19201359683e-07,2.89163040457e-05,-1.67022935676e-05,-1.1666813917e-05,3.817448678e-06,1.01865767765e-05,1.48458398089e-05,2.00442041992e-06
0.0632073807463,0.138316742471,0.15395026611,0.135582744707,0.0562644786378,0.0678987547716,0.0591163090683,0.0479917254833,0.0648749448853,0.06321338157,0.13831619591,0.153958479696,0.135577743329,0.0562646372585,0.0679074997452,0.0591178771752,0.0479950186622,0.064874070342,3.75526651941e-05,-8.04283233902e-06,4.87240375241e-05,-2.88611766153e-05,5.62643457429e-05,0.000125971435128,4.97255562712e-05,7.67375904674e-05,-4.87312962608e-05,2.69473813111e-05,4.01252053805e-07,2.85863510252e-05,-1.66075781044e-05,-1.29442757971e-05,2.20064522716e-06,8.29176358616e-06,1.2363384199e-05,2.79737245867e-06
0.0632077364687,0.13831667163,0.153950727715,0.135582470726,0.0562649554719,0.0678998634702,0.0591167485136,0.0479924079684,0.0648745225029,0.0632136441123,0.138316184455,0.153958766793,0.135577575484,0.0562645028658,0.0679075233032,0.0591179410169,0.0479951180822,0.064874107941,3.55722444501e-05,-7.08401800553e-06,4.6160551942e-05,-2.73980517274e-05,4.76834090817e-05,0.000110869857313,4.39445309017e-05,6.82485096402e-05,-4.22382489484e-05,2.62542256518e-05,-1.14549566776e-06,2.87097870089e-05,-1.67844397936e-05,-1.34392714408e-05,2.35579498964e-06,6.38416190885e-06,9.94199110746e-06,3.75990104606e-06
0.0632080747486,0.138316609311,0.153951166734,0.135582209639,0.0562653560952,0.0679008390196,0.0591171357106,0.0479930135756,0.064874158505,0.0632139010552,0.138316195687,0.153959049859,0.135577409299,0.0562643572157,0.0679075417424,0.0591179901407,0.0479951978338,0.0648741553622,3.38279893639e-05,-6.23192510929e-06,4.39018521009e-05,-2.61087083148e-05,4.00623260857e-05,9.75549371299e-05,3.871969231e-05,6.05607215209e-05,-3.63997813752e-05,2.56942969942e-05,1.12320019119e-06,2.8306518729e-05,-1.66185036982e-05,-1.45650153049e-05,1.84391576591e-06,4.91238857786e-06,7.97516908624e-06,4.74212726864e-06
0.0632083976714,0.138316554467,0.153951585865,0.135581959905,0.0562656890616,0.0679016972214,0.0591174756941,0.0479935495838,0.0648738470289,0.0632141525112,0.138316181936,0.153959335441,0.135577240765,0.0562642102538,0.0679075675555,0.0591180223494,0.0479952573756,0.0648742148524,3.22922711668e-05,-5.48446120185e-06,4.1913169993e-05,-2.49734239566e-05,3.32966456303e-05,8.58201828047e-05,3.39983553303e-05,5.36008178238e-05,-3.11476152898e-05,2.51455995512e-05,-1.37515306919e-06,2.85582194087e-05,-1.68534717293e-05,-1.46961861583e-05,2.58131399589e-06,3.22086636251e-06,5.95417871119e-06,5.94901111151e-06
0.0632087070803,0.1383165063,0.153951987475,0.135581720175,0.0562659619705,0.0679024519508,0.0591177730352,0.047994022615,0.0648735827604,0.0632143999047,0.138316196563,0.153959616089,0.135577074666,0.0562640515084,0.067907570499,0.0591180450033,0.0479953021027,0.0648742771318,3.09408911964e-05,-4.81665974605e-06,4.01609696277e-05,-2.39729948753e-05,2.72908867505e-05,7.54729422181e-05,2.97341036341e-05,4.73031228576e-05,-2.64268498001e-05,2.47393482644e-05,1.46276461499e-06,2.80647902973e-05,-1.66098267779e-05,-1.58745443811e-05,2.94353537378e-07,2.26538875159e-06,4.47270549347e-06,6.22794215227e-06
0.0632090046011,0.138316463966,0.153952373665,0.135581489249,0.0562661815927,0.0679031155043,0.059118031865,0.047994438676,0.0648733609567,0.0632146430529,0.138316191395,0.15395989933,0.135576906347,0.0562638928892,0.0679075863767,0.0591180531889,0.0479953300397,0.0648743501971,2.97520813278e-05,-4.23334989563e-06,3.86190363161e-05,-2.30925960965e-05,2.19622226488e-05,6.63553441735e-05,2.58829800114e-05,4.16060980876e-05,-2.21803730535e-05,2.43148144966e-05,-5.16791284766e-07,2.83240816967e-05,-1.68319803928e-05,-1.58619147282e-05,1.58776251175e-06,8.18556520482e-07,2.79369757952e-06,7.30653233749e-06
0.06320929167,0.138316426834,0.153952746276,0.135581266077,0.0562663539367,0.0679036986707,0.0591182559319,0.047994803227,0.0648731773163,0.0632148829405,0.138316197307,0.153960180127,0.135576739043,0.0562637274562,0.0679075887101,0.0591180502241,0.047995344641,0.064874428254,2.87068889826e-05,-3.71327262272e-06,3.72610825888e-05,-2.2317157472e-05,1.7234395331e-05,5.83166435003e-05,2.24066954539e-05,3.6455098746e-05,-1.83640336479e-05,2.39887679207e-05,5.91177845566e-07,2.80797642832e-05,-1.67303142395e-05,-1.65433050474e-05,2.33345620604e-07,-2.96478529227e-07,1.46013071078e-06,7.8056907965e-06
0.063209569553,0.138316394265,0.15395310694,0.135581049728,0.0562664843481,0.0679042109962,0.059118448624,0.0479951212185,0.0648730279907,0.0632151196395,0.138316192516,0.153960462112,0.135576570533,0.0562635609006,0.0679075991706,0.0591180316471,0.0479953448714,0.0648745149365,2.77883064337e-05,-3.25689961944e-06,3.60663336307e-05,-2.1634901215e-05,1.3041147235e-05,5.12325498386e-05,1.92692043731e-05,3.17991506821e-05,-1.49325613208e-05,2.36698990047e-05,-4.79155973232e-07,2.81984967709e-05,-1.68510680659e-05,-1.66555555514e-05,1.0460438335e-06,-1.85769468072e-06,2.30418843727e-08,8.6682510822e-06
0.0632098393679,0.13831636577,0.153953457085,0.135580839386,0.0562665775686,0.0679046608627,0.0591186130115,0.0479953971453,0.0648729094957,0.0632153539542,0.138316198046,0.153960740943,0.135576403602,0.0562633870414,0.0679075836603,0.0591180018397,0.0479953286389,0.0648746045989,2.69814819112e-05,-2.84947954954e-06,3.50145871908e-05,-2.1034254688e-05,9.32204044513e-06,4.49866446983e-05,1.64387544528e-05,2.75926764923e-05,-1.18495052617e-05,2.34314651099e-05,5.53021919925e-07,2.78831043865e-05,-1.66930477608e-05,-1.73859184605e-05,-1.55102731214e-06,-2.9807418124e-06,-1.62324663641e-06,8.96623912477e-06
0.0632101020987,0.138316340828,0.153953797986,0.135580634323,0.0562666378157,0.0679050556982,0.0591187518662,0.0479956350773,0.0648728187215,0.0632155856995,0.138316197325,0.153961021643,0.13557623513,0.0562632135659,0.0679075972324,0.0591179606789,0.0479952952503,0.064874704639,2.62730869408e-05,-2.49418204978e-06,3.40900498996e-05,-2.05062833158e-05,6.02471206673e-06,3.94835545647e-05,1.38854673294e-05,2.37932007235e-05,-9.07741513484e-06,2.31745362289e-05,-7.20550508149e-08,2.80699868876e-05,-1.6847214801e-05,-1.73475473902e-05,1.35720951838e-06,-4.11608391676e-06,-3.33886634174e-06,1.00040055212e-05
0.0632103586146,0.138316319086,0.153954130749,0.135580433907,0.0562666688233,0.067905402002,0.0591188677012,0.0479958387091,0.06487275284,0.0632158157808,0.138316205835,0.153961298269,0.135576068909,0.0562630314864,0.0679075754761,0.0591179140377,0.0479952513388,0.0648748068476,2.56515892333e-05,-2.17417397974e-06,3.32763527094e-05,-2.0041569565e-05,3.10076264942e-06,3.46303769605e-05,1.15834976597e-05,2.03631869804e-05,-6.58814796328e-06,2.30081235467e-05,8.51003698066e-07,2.76625773593e-05,-1.66220982672e-05,-1.82079508075e-05,-2.17562308724e-06,-4.66411523778e-06,-4.39114594963e-06,1.02208658717e-05
0.0632106096796,0.138316300094,0.153954456371,0.13558023757,0.0562666730375,0.0679057055646,0.0591189627792,0.0479960113795,0.0648727093466,0.0632160436363,0.13831620009,0.153961579725,0.135575899375,0.0562628539956,0.0679075919705,0.059117856894,0.0479951933457,0.0648749203288,2.51064985288e-05,-1.8992188433e-06,3.25621290043e-05,-1.96337388209e-05,4.21423457936e-07,3.03562632226e-05,9.50780502246e-06,1.72670327432e-05,-4.3493390986e-06,2.2785549722e-05,-5.74526068386e-07,2.81456152107e-05,-1.6953452181e-05,-1.77490842787e-05,1.64943363551e-06,-5.71437176744e-06,-5.79930746619e-06,1.13481174305e-05
0.0632108559688,0.138316283611,0.153954775704,0.135580044823,0.0562666408784,0.0679059714145,0.0591190391543,0.0479961561192,0.0648726859483,0.0632162703375,0.138316206299,0.153961857842,0.135575731709,0.0562626692234,0.0679075805314,0.059117797375,0.0479951297732,0.0648750354172,2.46289153238e-05,-1.64828528049e-06,3.19333333054e-05,-1.92746410832e-05,-3.21591813457e-06,2.65849870645e-05,7.63750818214e-06,1.44739741359e-05,-2.33983781101e-06,2.2670118463e-05,6.20856713263e-07,2.78117232466e-05,-1.67665883732e-05,-1.8477217379e-05,-1.14390712042e-06,-5.95190194838e-06,-6.35725273881e-06,1.150884128e-05
0.0632110980746,0.138316269313,0.153955089498,0.135579855241,0.0562665784407,0.0679062040009,0.059119098669,0.0479962756584,0.0648726804965,0.063216495594,0.138316203145,0.153962137763,0.135575562702,0.0562624851933,0.0679075794966,0.0591177311641,0.0479950575053,0.0648751573067,2.42105875278e-05,-1.42983546392e-06,3.13794031703e-05,-1.89582664678e-05,-6.24376453803e-06,2.32586396781e-05,5.95146995852e-06,1.19539196382e-05,-5.45173320377e-07,2.25256561973e-05,-3.15397732931e-07,2.7992102361e-05,-1.69006479006e-05,-1.84030083353e-05,-1.03481816172e-07,-6.62109083879e-06,-7.22678852802e-06,1.21889451435e-05
0.0632113365188,0.138316256984,0.153955398405,0.13557966845,0.0562664938455,0.0679064071999,0.0591191429939,0.0479963724719,0.0648726865982,0.0632167199295,0.138316210072,0.153962415784,0.135575394708,0.0562622968167,0.0679075664051,0.059117662644,0.0479949809995,0.0648752817458,2.38444177611e-05,-1.23291023502e-06,3.08906690533e-05,-1.86790669238e-05,-8.45952511583e-06,2.03199024149e-05,4.43249173199e-06,9.68134597421e-06,6.10166250858e-07,2.2433549543e-05,6.92698856608e-07,2.78020323152e-05,-1.67993935402e-05,-1.88376607743e-05,-1.30914607627e-06,-6.85200531106e-06,-7.65058125948e-06,1.24439168608e-05
0.0632115717593,0.138316246343,0.153955703056,0.135579484089,0.056266392409,0.0679065845535,0.0591191736668,0.0479964488294,0.0648727022417,0.0632169431413,0.138316206887,0.15396269538,0.135575225558,0.0562621093911,0.0679075632532,0.0591175888274,0.0479948980002,0.0648754121537,2.35240525503e-05,-1.06412675061e-06,3.04650879662e-05,-1.84361361871e-05,-1.01436415247e-05,1.77353606398e-05,3.06728834623e-06,7.63575867813e-06,1.56434962206e-06,2.23211789385e-05,-3.18479320693e-07,2.7959659557e-05,-1.69150174284e-05,-1.87425584171e-05,-3.15196120593e-07,-7.38165817013e-06,-8.29993420243e-06,1.30407866755e-05
0.0632118042017,0.138316237205,0.153956004019,0.13557930183,0.0562662777347,0.0679067392227,0.0591191921054,0.0479965068161,0.0648727277676,0.0632171657097,0.138316214312,0.153962973053,0.135575057476,0.0562619177664,0.067907547702,0.059117513962,0.0479948126338,0.0648755441381,2.32442413442e-05,-9.13729619745e-07,3.0096356321e-05,-1.82258640985e-05,-1.14674369694e-05,1.5466917451e-05,1.84386207691e-06,5.79866714923e-06,2.55259549747e-06,2.22568388636e-05,7.42478006854e-07,2.77672584814e-05,-1.68082542773e-05,-1.91624711744e-05,-1.55511503119e-06,-7.4865427066e-06,-8.53663171888e-06,1.31984446136e-05
0.0632120342039,0.13831622936,0.153956301781,0.135579121396,0.05626615235,0.0679068739828,0.0591191995741,0.047996548303,0.0648727631391,0.0632173873922,0.138316210898,0.153963252497,0.135574888153,0.0562617274628,0.0679075428975,0.0591174347672,0.0479947222309,0.064875681233,2.3000219522e-05,-7.84522635744e-07,2.97761437312e-05,-1.80434180236e-05,-1.25384720169e-05,1.34760129264e-05,7.46874460195e-07,4.14868627507e-06,3.53714131179e-06,2.21682540949e-05,-3.41340353205e-07,2.79443805901e-05,-1.69322879273e-05,-1.90303593411e-05,-4.80449652285e-07,-7.91947817463e-06,-9.04029234736e-06,1.37094894492e-05
0.0632122620822,0.138316222701,0.153956596734,0.135578942561,0.0562660180581,0.0679069911879,0.0591191947918,0.0479965749643,0.0648728080811,0.0632176087237,0.138316217597,0.153963529515,0.13557472025,0.0562615322864,0.0679075130063,0.059117355633,0.0479946313431,0.0648758182802,2.27878245232e-05,-6.65878377437e-07,2.94953854063e-05,-1.78834686199e-05,-1.34291844547e-05,1.17205125466e-05,-4.78239516044e-07,2.66613018468e-06,4.49420427817e-06,2.21331508107e-05,6.69835439893e-07,2.77018803924e-05,-1.67903132786e-05,-1.95176410679e-05,-2.98911969204e-06,-7.91341812217e-06,-9.08877959005e-06,1.37047201906e-05
0.0632124881136,0.138316217065,0.153956889214,0.135578765137,0.0562658761968,0.0679070928778,0.05911917497,0.0479965882685,0.064872862238,0.0632178292838,0.138316217817,0.153963809038,0.135574550669,0.0562613398097,0.067907515128,0.0591172723854,0.0479945353945,0.0648759608869,2.26031383763e-05,-5.63616650573e-07,2.92479049091e-05,-1.77424589326e-05,-1.4186135186e-05,1.01689870496e-05,-1.98217838324e-06,1.33042332359e-06,5.41568924012e-06,2.20560030129e-05,2.19899043419e-08,2.79522553465e-05,-1.69580796822e-05,-1.9247669486e-05,2.12167158842e-07,-8.32476875282e-06,-9.59486162397e-06,1.42606658038e-05
0.0632127125432,0.138316212412,0.15395717949,0.135578588968,0.0562657277468,0.0679071807439,0.0591191435488,0.0479965886364,0.0648729252363,0.0632180497526,0.138316226852,0.153964085273,0.135574383078,0.0562611412237,0.0679074844018,0.0591171909878,0.047994440786,0.0648761015751,2.24429635085e-05,-4.65315208587e-07,2.90275989412e-05,-1.76168190202e-05,-1.48449912946e-05,8.78660860598e-06,-3.1421137435e-06,3.67911361099e-08,6.29983631234e-06,2.20468784673e-05,9.0354783655e-07,2.76234661284e-05,-1.67590978706e-05,-1.98585984081e-05,-3.0726238387e-06,-8.13975601852e-06,-9.46084846298e-06,1.40688217215e-05
0.0632129355853,0.138316208573,0.153957467829,0.135578413904,0.0562655735097,0.0679072563498,0.0591191030577,0.0479965707439,0.0648729966959,0.0632182694057,0.138316221922,0.153964366654,0.135574212178,0.0562609491107,0.0679074920305,0.0591171038394,0.0479943401721,0.0648762491482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0632129355853,0.138316208573,0.153957467829,0.135578413904,0.0562655735097,0.0679072563498,0.0591191030577,0.0479965707439,0.0648729966959,0.0632182694057,0.138316221922,0.153964366654,0.135574212178,0.0562609491107,0.0679074920305,0.0591171038394,0.0479943401721,0.0648762491482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0632129355853,0.138316208573,0.153957467829,0.135578413904,0.0562655735097,0.0679072563498,0.0591191030577,0.0479965707439,0.0648729966959,0.0632182694057,0.138316221922,0.153964366654,0.135574212178,0.0562609491107,0.0679074920305,0.0591171038394,0.0479943401721,0.0648762491482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0632129355853,0.138316208573,0.153957467829,0.135578413904,0.0562655735097,0.0679072563498,0.0591191030577,0.0479965707439,0.0648729966959,0.0632182694057,0.138316221922,0.153964366654,0.135574212178,0.0562609491107,0.0679074920305,0.0591171038394,0.0479943401721,0.0648762491482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0632129355853,0.138316208573,0.153957467829,0.135578413904,0.0562655735097,0.0679072563498,0.0591191030577,0.0479965707439,0.0648729966959,0.0632182694057,0.138316221922,0.153964366654,0.135574212178,0.0562609491107,0.0679074920305,0.0591171038394,0.0479943401721,0.0648762491482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0632129355853,0.138316208573,0.153957467829,0.135578413904,0.0562655735097,0.0679072563498,0.0591191030577,0.0479965707439,0.0648729966959,0.0632182694057,0.138316221922,0.153964366654,0.135574212178,0.0562609491107,0.0679074920305,0.0591171038394,0.0479943401721,0.0648762491482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0632129355853,0.138316208573,0.153957467829,0.135578413904,0.0562655735097,0.0679072563498,0.0591191030577,0.0479965707439,0.0648729966959,0.0632182694057,0.138316221922,0.153964366654,0.135574212178,0.0562609491107,0.0679074920305,0.0591171038394,0.0479943401721,0.0648762491482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0632129355853,0.138316208573,0.153957467829,0.135578413904,0.0562655735097,0.0679072563498,0.0591191030577,0.0479965707439,0.0648729966959,0.0632182694057,0.138316221922,0.153964366654,0.135574212178,0.0562609491107,0.0679074920305,0.0591171038394,0.0479943401721,0.0648762491482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
