0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0629708247057,0.138440505915,0.153587107254,0.13578996345,0.0554573893559,0.0661657637718,0.0587361501037,0.0474544541905,0.065404161712,0.063116213972,0.138316385598,0.153930193044,0.135580066161,0.0561617503638,0.0678624283272,0.0589780714238,0.0478341209568,0.0649207161903,0.00273969547491,-0.00163213928306,0.00478157519197,-0.00272999117516,0.00947258381158,0.0196154341098,0.00372484685024,0.00542454410691,-0.00584125760387,0.00111899934261,2.30573148241e-05,0.000197798846857,7.97804146663e-05,0.0013141765125,0.000498078806174,0.00155033758677,0.00169675108502,-0.000368809825627
0.0629955097474,0.13842621963,0.153628894196,0.135766105987,0.0555423330607,0.0663428141245,0.0587705367761,0.0475038981097,0.0653511244209,0.0631262100297,0.138316563811,0.153932005663,0.135580772922,0.0561733595215,0.0678666820904,0.0589920958868,0.0478495290978,0.0649171524093,0.00246850417107,-0.0014286284838,0.00417869411114,-0.00238574630695,0.00849437048326,0.0177050352702,0.00343866723486,0.00494439191961,-0.0053037291084,0.000999605774386,1.78213100555e-05,0.000181261864998,7.06761254993e-05,0.00116091576183,0.000425376320654,0.00140244629626,0.00154081409381,-0.000356378104642
0.0630176574305,0.13841375201,0.15366525437,0.135745379299,0.0556179952347,0.0665022165885,0.0588021233204,0.0475488496717,0.0653031934821,0.0631351493451,0.138316641424,0.153933813704,0.135581290033,0.0561837116682,0.0678706988727,0.0590047865209,0.0478635391329,0.0649136924861,0.00221476830152,-0.00124676201462,0.0036360174493,-0.00207266879506,0.00756621739833,0.015940246401,0.00315865443767,0.00449515619401,-0.00479309387439,0.000893931537413,7.76135320457e-06,0.000180804106367,5.17110500226e-05,0.00103521467493,0.000401678227693,0.00126906341777,0.00140100350941,-0.000345992319251
0.0630374800406,0.138402792134,0.153697088428,0.135727262342,0.055685379032,0.0666460499108,0.0588310793152,0.0475897274483,0.0652598924966,0.0631431543292,0.138316650081,0.153935606021,0.135581622298,0.0561930106688,0.0678745939866,0.0590162648961,0.0478762818394,0.0649103580999,0.00198226101402,-0.00109598761877,0.00318340583859,-0.00181169561722,0.00673837972708,0.0143833322244,0.00289559948105,0.00408777766419,-0.00433009854976,0.000800498408857,8.65681476503e-07,0.000179231697758,3.32265183117e-05,0.000929900057359,0.000389511390544,0.00114783751749,0.00127427065007,-0.000333438616901
0.0630552134075,0.138393063055,0.153725233912,0.135711257392,0.0557456086349,0.066776289594,0.0588575921474,0.0476269387222,0.0652207380332,0.0631503267608,0.138316614185,0.153937309529,0.135581826246,0.0562013878964,0.0678782965274,0.0590266331322,0.0478878610173,0.0649072032526,0.0017733366938,-0.000972907870081,0.00281454834205,-0.00160049500436,0.00602296029262,0.0130239683232,0.00265128321471,0.00372112739235,-0.00391544634269,0.000717243154465,-3.58962319591e-06,0.000170350829182,2.03948220256e-05,0.000837722760752,0.000370254081436,0.00103682360792,0.00115791778983,-0.000315484734426
0.0630710900129,0.138384370895,0.153750302504,0.135697000425,0.0557996781138,0.0668944731445,0.0588818360082,0.0476608357447,0.065185323145,0.0631567523419,0.138316588557,0.153938854192,0.135581964266,0.0562089158386,0.0678816622375,0.0590359916725,0.047898374341,0.0649042513626,0.00158766054151,-0.000869215991045,0.00250685920912,-0.00142569675599,0.00540694788758,0.0118183550467,0.00242438608456,0.0033897022485,-0.00354148881706,0.000642558111542,-2.56281003641e-06,0.000154466273744,1.38019541768e-05,0.000752794220078,0.000336571007044,0.000935854027291,0.00105133237389,-0.000295188991262
0.0630853196476,0.138376595466,0.153772687229,0.135684261775,0.0558483657198,0.0670016986852,0.0589039711073,0.0476917164073,0.0651533185189,0.0631625043246,0.138316566091,0.153940222329,0.135582073451,0.0562156539461,0.0678846351756,0.0590444313958,0.0479079095147,0.0649015211901,0.00142296346881,-0.000777542961294,0.00223847247156,-0.00127386497243,0.00486876059751,0.010722554071,0.00221350990326,0.00308806626422,-0.00320046261067,0.000575198277598,-2.24656349357e-06,0.000136813643656,1.09185840369e-05,0.000673810747801,0.000297293818807,0.000843972337945,0.00095351736568,-0.000273017257517
0.0630980826826,0.13836965737,0.153792646782,0.135672895342,0.0558922575492,0.0670987837878,0.0589241506728,0.0477198400358,0.0651244420551,0.0631676498179,0.138316565302,0.153941426859,0.135582166834,0.056221656385,0.0678872070125,0.0590520435041,0.0479165559995,0.0648989929602,0.00127630350016,-0.000693809625238,0.00199595532519,-0.00113664327816,0.00438918294444,0.00970851026255,0.00201795655716,0.00281236284232,-0.00288764638648,0.000514549327404,-7.89013382407e-08,0.00012045307827,9.33822103255e-06,0.000600243894994,0.000257183682578,0.000761210824266,0.000864648480845,-0.000252822986289
0.0631095325411,0.138363489445,0.153810388778,0.135662786664,0.0559318122617,0.0671864329437,0.058942525284,0.047745441831,0.0650984311055,0.0631722502129,0.13831655535,0.153942506265,0.135582239465,0.0562269917514,0.0678894502236,0.0590589071932,0.047924393554,0.0648966571631,0.00114498584895,-0.000616792413088,0.0017741995785,-0.0010108678656,0.00395547125064,0.0087649155877,0.00183746111654,0.00256017952447,-0.00260109495606,0.000460039499274,-9.9522107222e-07,0.000107940528093,7.26317102573e-06,0.000533536632803,0.000224321116671,0.000686368912392,0.000783755453952,-0.000233579711195
0.0631198018657,0.138358022453,0.153826116815,0.13565382297,0.0559674205776,0.0672653385023,0.0589592426481,0.0477687405961,0.0650750299038,0.0631763632857,0.138316550589,0.15394348992,0.135582284567,0.056231727051,0.0678914222716,0.0590650978746,0.0479314994221,0.0648944888636,0.00102693245471,-0.00054669920235,0.00157280372825,-0.00089636937658,0.00356083159001,0.00789055586399,0.00167173640616,0.00232987650911,-0.00234012016702,0.000411307274752,-4.76096082003e-07,9.83655365605e-05,4.51017572733e-06,0.000473529963793,0.000197204793004,0.000619068140145,0.000710586806797,-0.000216829950173
0.0631290083413,0.138353183483,0.153840041382,0.135645885906,0.0559994407215,0.0673362090785,0.0589744448065,0.0477899407572,0.0650539900402,0.0631800412391,0.138316532862,0.153944403136,0.135582296621,0.0562359326425,0.0678931929566,0.0590706785831,0.0479379393174,0.0648924841553,0.000920647567652,-0.000483897067319,0.00139245665038,-0.000793706407703,0.00320201438974,0.00708705761361,0.00152021584551,0.0021200161113,-0.0021039863602,0.000367795345427,-1.77272173052e-06,9.13216374909e-05,1.20541017723e-06,0.000420559154767,0.000177068502172,0.000558070851908,0.000643989529441,-0.000200470826572
0.0631372584758,0.138348900549,0.153852370581,0.13563885714,0.0560282109597,0.0673997536343,0.0589882651453,0.0478092316343,0.065035076731,0.0631833318442,0.138316518106,0.153945252482,0.135582273353,0.0562396661685,0.0678947835439,0.059075709622,0.0479437759903,0.0648906265105,0.000825013442002,-0.000428293349369,0.00123291997274,-0.000702876613787,0.00287702382299,0.00635445558765,0.00138203387859,0.00192908771167,-0.00189133092308,0.000329060510627,-1.47552626228e-06,8.49345883347e-05,-2.32681474643e-06,0.000373352594592,0.000159058731694,0.000503103883357,0.000583667294841,-0.000185764478386
0.0631446493912,0.138345107517,0.153863296862,0.135632626709,0.0560540488102,0.067456653471,0.0590008265579,0.0478267864042,0.0650180747364,0.0631862769889,0.138316490322,0.153946044946,0.135582223386,0.0562429818763,0.0678962233079,0.0590802412298,0.0479490620927,0.064888917656,0.000739091538485,-0.000379303229739,0.00109262804623,-0.000623043078241,0.00258378505007,0.00568998366321,0.00125614126105,0.00175547698438,-0.00170019945795,0.000294514464527,-2.77844007801e-06,7.92463838967e-05,-4.99672093979e-06,0.000331570782484,0.000143976398102,0.000453160780031,0.000528610237267,-0.000170885453997
0.0631512694538,0.138341746785,0.153872988982,0.13562709819,0.0560772463829,0.0675075413337,0.0590122410623,0.0478427620109,0.0650027908518,0.0631889145812,0.138316471258,0.153946778951,0.135582156813,0.0562459208581,0.0678975080004,0.0590843228112,0.0479538489549,0.0648873430927,0.000662006266325,-0.000336073244031,0.000969212049406,-0.000552851886937,0.00231975726743,0.00508878627645,0.00114145043946,0.00159756067229,-0.00152838845933,0.000263759232234,-1.90641649966e-06,7.34005083991e-05,-6.6573151547e-06,0.000293898178305,0.000128469252808,0.000408158138534,0.000478686217932,-0.000157456330527
0.0631571985543,0.138338769138,0.153881591116,0.13562218944,0.0560980674339,0.0675529941477,0.0590226104187,0.0478573000984,0.0649890531394,0.0631912776488,0.138316446578,0.153947461583,0.135582075598,0.0562485241099,0.0678986597961,0.0590879953124,0.0479581796328,0.0648859041121,0.000592910052265,-0.000297764665222,0.000860213335982,-0.000490875027293,0.00208210509799,0.00454528139682,0.00103693564346,0.00145380875432,-0.00137377123856,0.000236306761245,-2.46796041103e-06,6.82632101123e-05,-8.12151437768e-06,0.000260325175652,0.000115179569572,0.000367250124638,0.000433067794654,-0.000143898062033
0.0631625085163,0.138336132318,0.153889226633,0.13561783039,0.0561167476682,0.0675935359453,0.0590320272129,0.0478705285939,0.064976708207,0.0631933964175,0.138316431194,0.153948094352,0.135581984411,0.0562508233093,0.0678996774612,0.0590912999722,0.0479620972404,0.064884584342,0.000530996193661,-0.000263681960092,0.000763551761698,-0.000435904999829,0.00186802342855,0.00405417976383,0.000941679417286,0.00132284955058,-0.00123449324077,0.000211876868274,-1.53843126294e-06,6.32768377445e-05,-9.1186833584e-06,0.000229919940001,0.000101766513889,0.000330465984845,0.000391760757841,-0.000131977005959
0.0631672637401,0.138333799075,0.153896003215,0.135613959989,0.0561334975153,0.0676296453716,0.0590405759156,0.0478825633896,0.0649656182636,0.0631952973212,0.138316406472,0.153948686683,0.135581882314,0.0562528524323,0.0679005871557,0.0590942704137,0.0479656376288,0.0648833835192,0.000475522384655,-0.000233324324608,0.000677658179049,-0.000387040069952,0.0016749847124,0.00361094262321,0.000854870265957,0.00120347956429,-0.00110899434147,0.000190090367631,-2.472152838e-06,5.92331491744e-05,-1.02096896298e-05,0.000202912307581,9.09694496481e-05,0.000297044143797,0.000354038843522,-0.000120082283549
0.0631715219942,0.138331735983,0.153902016911,0.135610523768,0.0561485057738,0.0676617625099,0.0590483337635,0.0478935098484,0.0649556586951,0.0631970047976,0.138316391594,0.153949240751,0.135581772328,0.0562546374898,0.0679013895378,0.059096940846,0.0479688370104,0.0648822853678,0.000425825409318,-0.000206309223952,0.000601369571085,-0.00034362212189,0.00150082584533,0.00321171382857,0.000775784795052,0.00109464587842,-0.000995956851219,0.000170747646538,-1.48783673992e-06,5.54067997205e-05,-1.09985518693e-05,0.000178505742933,8.02382014248e-05,0.000267043232241,0.000319938154252,-0.000109815142509
