TRIlong_len,TRIlat_len,TRImed_len,BIClong_len,BICshort_len,BRA_len,TRIlong_dlen,TRIlat_dlen,TRImed_dlen,BIClong_dlen,BICshort_dlen,BRA_dlen
0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,10.0,10.0,10.0,10.0
0.113997043644,0.09706965,0.09706965,0.160141134848,0.189444690593,0.0871212121807,1.39970436443,-0.293035,-0.293035,6.0141134848,8.94446905933,-1.28787878193
0.113948658102,0.0941393,0.0941393,0.160129357403,0.188913250173,0.0869863277365,-0.0048385541901,-0.293035,-0.293035,-0.00117774453857,-0.0531440420611,-0.0134884444251
0.113819728702,0.09120895,0.09120895,0.160108167776,0.188725094932,0.0869867245373,-0.0128929400324,-0.293035,-0.293035,-0.00211896262199,-0.0188155240937,3.96800845112e-05
0.113635780895,0.0882786,0.0882786,0.160076204019,0.188679262237,0.0869891382,-0.0183947807173,-0.293035,-0.293035,-0.00319637573204,-0.00458326943438,0.000241366268734
0.113404372616,0.08534825,0.08534825,0.160031933828,0.18828298891,0.0869927552622,-0.0231408279444,-0.293035,-0.293035,-0.00442701906635,-0.0396273327093,0.000361706214011
0.113133288996,0.0824179,0.0824179,0.159973506033,0.187730684324,0.0869975608294,-0.0271083619505,-0.293035,-0.293035,-0.00584277957741,-0.055230458647,0.000480556727046
0.112831333301,0.07948755,0.07948755,0.159898791733,0.187368517823,0.0870035727584,-0.0301955695133,-0.293035,-0.293035,-0.00747142996779,-0.0362166500901,0.000601192900879
0.112508791761,0.0765572,0.0765572,0.159805384867,0.186032148998,0.0870107880524,-0.0322541540059,-0.293035,-0.293035,-0.0093406866337,-0.133636882522,0.00072152939302
0.112177284135,0.07362685,0.07362685,0.15969062067,0.185675985019,0.0870191638351,-0.0331507626099,-0.293035,-0.293035,-0.0114764196965,-0.03561639789,0.000837578268603
0.111849832778,0.0711195210167,0.0706965,0.159551619818,0.18518117332,0.0870286145463,-0.0327451356553,-0.250732898326,-0.293035,-0.0139000851934,-0.0494811698345,0.000945071118863
0.11153647776,0.0711244979065,0.06776615,0.159387408299,0.183233660218,0.0870387069579,-0.0313355018315,0.000497688981321,-0.293035,-0.0164211518601,-0.194751310216,0.00100924116315
0.111244489081,0.0712151591996,0.0662774768014,0.159197727677,0.182476927239,0.0870485779841,-0.0291988678993,0.00906612930903,-0.148867319858,-0.0189680622325,-0.0756732979576,0.000987102623697
0.110982639748,0.0713034642683,0.0663416702532,0.15898278763,0.178217840915,0.0870574295084,-0.0261849332609,0.0088305068691,0.00641934517666,-0.0214940046634,-0.425908632389,0.000885152430603
0.110764531846,0.0713789598763,0.0664155850833,0.158740881667,0.179962484468,0.0870647172248,-0.0218107901846,0.00754956079839,0.00739148301009,-0.0241905962956,0.174464355347,0.00072877163844
0.110609318337,0.0714388037647,0.0664744410007,0.158469187295,0.178377218151,0.0870703033275,-0.015521350894,0.00598438884014,0.00588559174529,-0.0271694372651,-0.158526631765,0.00055861027341
0.110536795088,0.0714801791323,0.0665147372139,0.158164931596,0.1767332027,0.0870740633,-0.00725232497478,0.00413753676035,0.00402962131954,-0.0304255698313,-0.164401545069,0.000375997245707
0.110557152346,0.0714997712372,0.0665330717637,0.157825344468,0.17517657781,0.087075785664,0.00203572585884,0.00195921048577,0.00183345497225,-0.0339587128653,-0.155662488953,0.000172236396964
0.110711370648,0.0714903883713,0.0665219643776,0.157447879836,0.173369759071,0.0870748433696,0.015421830164,-0.000938286584225,-0.00111073860936,-0.037746463192,-0.180681873974,-9.42294379649e-05
0.111052476983,0.071444281564,0.0664748722596,0.157029753274,0.171455129902,0.0870707010714,0.034110633549,-0.00461068073265,-0.00470921179344,-0.0418126561853,-0.191462916835,-0.000414229818861
0.111587862494,0.0713609985702,0.0663908378596,0.156567575233,0.165245937676,0.0870630513863,0.0535385510778,-0.00832829938164,-0.00840344000678,-0.0462178040426,-0.620919222652,-0.0007649685102
0.112331565212,0.0712389737094,0.0662683029525,0.156056822169,0.169648411616,0.0870512497968,0.0743702717998,-0.0122024860783,-0.0122534907073,-0.0510753063959,0.440247393971,-0.00118015895341
0.113299190348,0.0710786794317,0.0661077988925,0.155493074248,0.175139826953,0.0870345763471,0.0967625135829,-0.0160294277749,-0.0160504059983,-0.0563747921212,0.549141533782,-0.00166734496492
0.114533161781,0.0708825979694,0.0659118398594,0.154872065798,0.172879208908,0.0870122695482,0.123397143279,-0.0196081462254,-0.019595903316,-0.0621008449978,-0.226061804526,-0.00223067988801
0.11594237432,0.0706555855934,0.0656853065764,0.154188322074,0.161390360648,0.0869836678329,0.140921253892,-0.0227012375995,-0.0226533282953,-0.0683743724275,-1.14888482596,-0.0028601715311
0.117645931445,0.070404774355,0.065435333937,0.153438061783,0.159345933212,0.0869483766825,0.170355712527,-0.025081123837,-0.0249972639414,-0.0750260291274,-0.204442743682,-0.003529115043
0.119520927104,0.070140354328,0.0651721224563,0.152586533257,0.155250377483,0.0869066436275,0.187499565888,-0.0264420027087,-0.0263211480676,-0.0851528525396,-0.409555572874,-0.00417330550201
0.123668681508,0.0698745868008,0.0649078502195,0.151728934243,0.155295237994,0.0868596015668,0.414775440446,-0.026576752715,-0.0264272236809,-0.0857599013859,0.00448605110369,-0.00470420606497
0.126110356662,0.0696193153756,0.0646543309072,0.149203052154,0.153458780874,0.0868091178926,0.244167515386,-0.0255271425249,-0.0253519312255,-0.252588208903,-0.183645712022,-0.00504836741942
